Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean,Image_Link,Property_Link
La Calesa Residence Yang Berlokasi di Sidoarum,"Godean, Sleman",734000000,2,1,1,75,110,0.000702537,0.010204082,0,0,6.17E-05,9.32E-05,la calesa residence lokasi sidoarum,godean sleman,ahj53 milik segera huni nyaman dgn desain scandinavian la calesa residence lokasi di,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1231222/2024-01-02-11-58-03-ebff1a70-3834-4b7d-bb90-5ce663a5ce06.jpg,https://www.rumah123.com/properti/sleman/hos15932268/
Di Jual Rumah Shm Di Jl Puspita Baru,"Sleman, Sleman",2.75E+11,5,3,1,711,255,0.276356455,0.040816327,0.010638298,0,0.000591667,0.000217094,jual rumah shm jl puspita baru,sleman sleman,fd98 jual rumah rumah jual jalan puspita baru 30a beran kidul tridadi sleman yogyakarta,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1231222/2023-12-30-01-17-38-f3412ea8-db3d-4905-bb78-031f17eaada8.jpg,https://www.rumah123.com/properti/yogyakarta/hos15912994/
Rumah Baru Dalam Cluster Baturetno Banguntapan Dekat Pasar Ngipik,"Banguntapan, Bantul",12000000000,3,2,1,93,85,0.012025549,0.020408163,0.005319149,0,7.67E-05,7.18E-05,rumah baru cluster baturetno banguntapan dekat pasar ngipik,banguntapan bantul,rumah baru cluster baturetno banguntapan dekat pasar ngipik pusat kota luas tanah,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1231222/2024-01-17-07-44-50-4e94a4a0-760e-4304-9ec1-73eda4af1e11.jpg,https://www.rumah123.com/properti/yogyakarta/hos16079977/
RUMAH CANTIK PROSES FINISHING DEKAT KAMPUS UGM DAN UII DI JALAN KALIURANG,"Kaliurang, Sleman",660000000,2,1,1,91,50,0.000628163,0.010204082,0,0,7.50E-05,4.19E-05,rumah cantik proses finishing dekat kampus ugm uii jalan kaliurang,kaliurang sleman,murah jual rumah baru ikut furniture akses jl mobil papas shm imb lokasi jalan kaliurang,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1231222/2024-01-11-12-54-31-78b9a3f2-d9f5-41ad-b510-d1e91efdb04a.jpg,https://www.rumah123.com/properti/yogyakarta/hos16020487/
"Bu !! Murahrumah Induk Dan Kost 13 Kamar Di Condongcatur Dekat Jih, Pakuwon Mall,kampus Upn","Condong Catur, Sleman",25000000000,17,4,1,334,345,0.025091335,0.163265306,0.015957447,0,0.0002775,0.000294017,bu murahrumah induk kost 13 kamar condongcatur dekat jih pakuwon mall kampus upn,condong catur sleman,bu murah rumah induk kost 13 kamar condongcatur luas tanah 334m luas bangun 345m,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1231222/2023-12-30-05-54-03-1d3c88fa-bce3-4bbc-a90e-392f4634ac81.jpg,https://www.rumah123.com/properti/yogyakarta/hos15914570/
"Rumah Murah Dalam Perumahan Elit Ciputra, Citra Grand Mutiara","Gamping, Sleman",1.25E+11,3,1,1,135,98,0.125597383,0.020408163,0,0,0.000111667,8.29E-05,rumah murah rumah elit ciputra citra grand mutiara,gamping sleman,rumah murah rumah elit ciputra citra grand mutiara jl wates luas tanah 135 m2 luas bangun,rumah dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2028540/2024-06-29-11-06-20-90e82042-d1af-42d6-98b2-67343c97209f.png,https://www.rumah123.com/properti/yogyakarta/hos17472724/
RUMAH KONTEMPORER FULL FURNISHED DI MAGUWO,"Maguwoharjo, Yogyakarta",1.85E+11,3,2,2,116,115,0.185901012,0.020408163,0.005319149,0.034482759,9.58E-05,9.74E-05,rumah kontemporer full furnished maguwo,maguwoharjo yogyakarta,rumah kontemporer ful furnished lokasi maguwoharjo sleman yogyakarta rumah baru siap huni rumah,rumah full furnished siap huni dekat akses transportasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1272926/0d3b50103bf937a30cf6dc309a146613.jpg,https://www.rumah123.com/properti/bantul/hos18339552/
RUMAH CANTIK DAN ASRI DI JALAN KALIURANG,"Kaliurang, Sleman",55000000000,6,3,1,563,250,0.055243149,0.051020408,0.010638298,0,0.000468334,0.000212821,rumah cantik asri jalan kaliurang,kaliurang sleman,jual harga tanah bonus rumah bagus satu lantai siap,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2102439/e19438a6926b212a8e07e8aea508d548.jpg,https://www.rumah123.com/properti/sleman/hos18480839/
RUMAH  SUPER MURAH DI MAGUWO,"Maguwoharjo, Yogyakarta",13000000000,4,4,1,140,143,0.013030609,0.030612245,0.015957447,0,0.000115833,0.000121368,rumah super murah maguwo,maguwoharjo yogyakarta,jual rumah 2lantai rumah maguwo depok sleman jogja rumah lingkung rumah,rumah dekat akses transportasi dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1633106/1a4f62626f7703f78287365307e9fd21.jpg,https://www.rumah123.com/properti/sleman/hos18501225/
Rumah Premium Luas 408m2 Pinggir Aspal Kadisoka Maguwoharjo,"Maguwoharjo, Yogyakarta",22000000000,5,4,1,408,200,0.022076153,0.040816327,0.015957447,0,0.000339167,0.000170086,rumah premium luas 408m2 pinggir aspal kadisoka maguwoharjo,maguwoharjo yogyakarta,rumah jual kadisoka maguwoharjo lokasi tepi jalan aspal lebar 300m timur jalan tajem 6,rumah full furnished,https://picture.rumah123.com/r123-images/720x420-crop/customer/1491281/7977e9d96c2e5367657c858238de1f82.jpg,https://www.rumah123.com/properti/sleman/hos18501211/
Rumah Besar Komplek Elit Merapi View Ngaglik Sleman. SHM,"Ngaglik, Sleman",5000000000,6,5,2,470,320,0.004990125,0.051020408,0.021276596,0.034482759,0.000390834,0.00027265,rumah besar komplek elit rapi view ngaglik sleman shm,ngaglik sleman,rumah 2 lantai perum pesona rapi rapi view luas tanah 470 m luas bangun 320 m shm imb harga,rumah dekat pusat belanja dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1105039/cc0b54b034c3a2c580940d3f3f3d9d20.jpg,https://www.rumah123.com/properti/sleman/hos18496377/
KOSAN EXCLUSIVE SEDANG PROSES BANGUN DEKAT KAMPUS  UII DI JALAN KALIURANG KM 12,"Kaliurang, Sleman",2000000000,10,10,3,205,180,0.001974944,0.091836735,0.04787234,0.068965517,0.00017,0.000152992,kosan exclusive sedang proses bangun dekat kampus uii jalan kaliurang km 12,kaliurang sleman,jual kost exclusive sedang proses bangun bonus furniture lokasi jalan kaliurang km 12 dekat kampus,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/935201/0396411b9947b47492f85143ebf17006.jpg,https://www.rumah123.com/properti/yogyakarta/hos18501174/
Rumah Mewah Full Furniture di Baciro Pusat Kota Dekat Rs Bethesda,"Gondokusuman, Yogyakarta",7000000000,8,5,2,400,500,0.007000246,0.071428571,0.021276596,0.034482759,0.0003325,0.000426496,rumah mewah full furniture baciro pusat kota dekat rs bethesda,gondokusuman yogyakarta,rumah mewah full furniture baciro pusat kota dekat rs bethesda luas tanah 400 m luas bangun,rumah full furnished dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/935201/c2918c77c5dfd274335d48196ded76da.jpg,https://www.rumah123.com/properti/sleman/hos18501153/
Rumah Dalam Perumahan Tirtasani Utara Mirota Godean Jl Tambak,"Gamping, Sleman",4.65E+11,4,3,2,307,280,0.467317946,0.030612245,0.010638298,0.034482759,0.000255,0.000238462,rumah rumah tirtasani utara mirota godean jl tambak,gamping sleman,rumah besar rumah elit tirtasani utara mirota godean jl tambak luas tanah 307 m luas,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1633106/ffbc573e163accf0fe78020099eff19b.jpg,https://www.rumah123.com/properti/yogyakarta/hos18501092/
Rumah Baru di Sukoharjo Dekat Uii Jalan Kaliurang Km 13,"Ngaglik, Sleman",850000000,3,2,1,130,100,0.000819124,0.020408163,0.005319149,0,0.0001075,8.46E-05,rumah baru sukoharjo dekat uii jalan kaliurang km 13,ngaglik sleman,rumah baru sukoharjo dekat uii jalan kaliurang km 13 luas tanah 130 m2 luas bangun 100 m2,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1491281/15e1a7502ac01871a5fafc4d68c1cd0f.jpg,https://www.rumah123.com/properti/sleman/hos18501072/
Rumah Murah Baru Desain Modern di Purwomartani Kalasan,"Kalasan, Sleman",690000000,3,1,1,97,65,0.000658315,0.020408163,0,0,8.00E-05,5.47E-05,rumah murah baru desain modern purwomartani kalas,kalas sleman,rumah murah baru desain modern purwomartani kalas luas tanah 97 m2 luas bangun 65 m2 jumlah,rumah dekat akses transportasi dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1491281/6bb46c792ec59f021c8454ce6f02a812.jpg,https://www.rumah123.com/properti/sleman/hos18500980/
Rumah Baru di Pleret Dekat Lapangan Jambidan Banguntapan,"Banguntapan, Bantul",675000000,2,1,1,94,60,0.000643239,0.010204082,0,0,7.75E-05,5.04E-05,rumah baru pleret dekat lapang jambidan banguntapan,banguntapan bantul,rumah baru desain industrial pleret dekat lapang jambidan banguntapan luas tanah 94 m2 luas,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1984631/1bae05308c7d99c8e8df0331bc9a7970.jpg,https://www.rumah123.com/properti/sleman/hos18500905/
Rumah Dijual Murah 300an Juta Klidon Jalan Besi Dekat Kampus Uii Dan Pppg Kesenian,"Ngaglik, Sleman",350000000,1,1,1,108,30,0.000316594,0,0,0,8.92E-05,2.48E-05,rumah jual murah 300an juta klidon jalan besi dekat kampus uii pppg seni,ngaglik sleman,jual tanah plus bangun 350 juta lokasi jl besi jangkang losari sukoharjo ngaglik sleman,rumah dekat sekolah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075567/7efb896e186c406fd0fda13efd4ae22e.jpg,https://www.rumah123.com/properti/gunung-kidul/hos18500889/
Dijual Murah Rumah Mewah Ngaglik Sleman Jogja,"Ngaglik, Sleman",35000000000,3,2,1,600,110,0.03514194,0.020408163,0.005319149,0,0.000499167,9.32E-05,jual murah rumah mewah ngaglik sleman jogja,ngaglik sleman,lokasi jln palagan masuk dikit tanah bangun luas ada halaman depan belakang rumah,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/935201/c93e318b61d8762a05c193ad98dbb28b.png,https://www.rumah123.com/properti/sleman/hos18500886/
Jual Rumah Jogja Selatan Pasar Godean Sleman,"Godean, Sleman",585000000,3,2,2,105,70,0.000552783,0.020408163,0.005319149,0.034482759,8.67E-05,5.90E-05,jual rumah jogja selatan pasar godean sleman,godean sleman,jual rumah jogja selatan pasar godean sleman jual segera rumah baru siap proses finishing yang,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2096075/1bae05308c7d99c8e8df0331bc9a7970.jpg,https://www.rumah123.com/properti/sleman/hos18500868/
Rumah Mewah Modern 2 Lantai Kontemporer Stratefis Di Banyuraden Gamping Sleman Dekat New Al Azhar,"Gamping, Sleman",2.65E+11,3,3,2,174,189,0.26630585,0.020408163,0.010638298,0.034482759,0.000144167,0.000160684,rumah mewah modern 2 lantai kontemporer stratefis banyuraden gamping sleman dekat new al azhar,gamping sleman,rumah mewah modern 2 lantai kontemporer strategis banyuraden gamping sleman dekat kota jogja,rumah full furnished dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1763233/43342fe18da2bca2084ce4fb292b565c.jpg,https://www.rumah123.com/properti/gunung-kidul/hos18500851/
Dijual Rumah Kost 2 Lantai Lokasi Strategis Dekat Pakuwon Mall,"Condong Catur, Sleman",11000000000,10,4,1,128,200,0.011020488,0.091836735,0.015957447,0,0.000105833,0.000170086,jual rumah kost 2 lantai lokasi strategis dekat pakuwon mall,condong catur sleman,jual rumah kost 2 lantai lokasi strategis dekat banyak fasilitas umum lokasi area condongcatur,rumah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/935201/2f2d0512497c0a8b5dab77432b6cac97.jpg,https://www.rumah123.com/properti/yogyakarta/hos18500845/
Rumah Baru di Widodomartani Timur Kampus Uii Jl Kaliurang Km 13,"Ngemplak, Sleman",655000000,3,2,1,104,70,0.000623137,0.020408163,0.005319149,0,8.58E-05,5.90E-05,rumah baru widodomartani timur kampus uii jl kaliurang km 13,ngemplak sleman,rumah baru widodomartani ngemplak timur kampus uii jl kaliurang km 13 luas tanah 104 m2 luas,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/935201/1d6769e84a90e2a75e11c79c24ac0afc.jpg,https://www.rumah123.com/properti/sleman/hos18500742/
Jual Rumah Jogja Dekat Pasar Godean Sleman,"Godean, Sleman",550000000,3,1,2,125,59,0.000517606,0.020408163,0,0.034482759,0.000103333,4.96E-05,jual rumah jogja dekat pasar godean sleman,godean sleman,jual segera rumah baru siap huni lokasi daerah jalan godean km 10 utara pasar godean,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/8101062cc4ba2e3a11644e3fd53b1b2e.jpg,https://www.rumah123.com/properti/sleman/hos18500579/
Rumah Mewah 2 Lantai Premium American Klasik High Quality 14 Unit Dengan Privat Pool Setiap Unit Di Banyuraden Gamping Sleman,"Gamping, Sleman",2.99E+11,4,4,2,134,154,0.300477906,0.030612245,0.015957447,0.034482759,0.000110833,0.000130769,rumah mewah 2 lantai premium american klasik high quality 14 unit privat pool unit banyuraden gamping sleman,gamping sleman,rumah premium high quality 14 unit privat pool unit banyuraden gamping sleman,rumah siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2076352/6dd634a06b146a2bb92fcea17d6b9ec6.jpg,https://www.rumah123.com/properti/sleman/hos18500565/
Rumah Murah Baru Desain Modern di Selomartani Kalasan,"Kalasan, Sleman",650000000,3,2,1,121,70,0.000618112,0.020408163,0.005319149,0,0.0001,5.90E-05,rumah murah baru desain modern selomartani kalas,kalas sleman,rumah murah baru desain modern selomartani kalas luas tanah 121 m2 luas bangun 70 m2 jumlah,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2076352/07b84aa78958569f0a9e6d71584f6a45.jpg,https://www.rumah123.com/properti/bantul/hos18500490/
Rumah Baru di Pusat Kota Bantul Dekat Masjid Agung Bantul,"Bantul, Bantul",585000000,3,2,1,126,75,0.000552783,0.020408163,0.005319149,0,0.000104167,6.32E-05,rumah baru pusat kota bantul dekat masjid agung bantul,bantul bantul,rumah baru pusat kota bantul dekat masjid agung bantul luas tanah 126 m2 luas bangun 75,rumah dekat pusat belanja dekat fasilitas sehat dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/9cae80c05009ba829296dfe662f26d4d.jpg,https://www.rumah123.com/properti/sleman/hos18500474/
Rumah Baru di Jl Magelang Caturharjo Dekat Pasar Sleman,"Sleman, Sleman",535000000,3,2,2,90,55,0.00050253,0.020408163,0.005319149,0.034482759,7.42E-05,4.62E-05,rumah baru jl magelang caturharjo dekat pasar sleman,sleman sleman,rumah baru jl magelang caturharjo dekat pasar sleman luas tanah 90 m2 luas bangun 55 m2,rumah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2076352/1a57218af1a545770d0cc5e55d4168f0.jpg,https://www.rumah123.com/properti/sleman/hos18500452/
Rumah Mewah Minimalis Modern Dekat Ugm,"Depok, Sleman",17000000000,3,3,2,113,125,0.017050851,0.020408163,0.010638298,0.034482759,9.33E-05,0.000105983,rumah mewah minimal modern dekat ugm,depok sleman,jual rumah kontemporer 2 lantai siap huni fully furnished luas tanah 113 m2 luas bangun 125 m2,rumah full furnished siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/6cb3ed0156f70da1d105ae5129cd268a.jpg,https://www.rumah123.com/properti/sleman/hos18500400/
Rumah Kaliurang Baru Full Furnished Dalam Perum,"Ngaglik, Sleman",1.35E+11,3,2,2,121,100,0.135647988,0.020408163,0.005319149,0.034482759,0.0001,8.46E-05,rumah kaliurang baru full furnished perum,ngaglik sleman,jual rumah baru fully furnished komplek cluster lokasi jl kaliurang km 13 sukoharjo ngaglik,rumah full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2076352/97ac826c49a959cfb5bfbdb39ddd08f6.jpg,https://www.rumah123.com/properti/sleman/hos18500374/
Rumah Mewah Ala Sultan Desaign Mediteranian Tropical 2 Lantai Dengan Kolam Renang Di Banyuraden Gamping Sleman,"Gamping, Sleman",4.85E+11,4,5,4,222,280,0.487419155,0.030612245,0.021276596,0.103448276,0.000184167,0.000238462,rumah mewah ala sultan desaign mediteranian tropical 2 lantai kolam renang banyuraden gamping sleman,gamping sleman,rumah mewah ala sultan desaign mediteranian tropical 2 lantai kolam renang banyuraden gamping,rumah full furnished dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1984631/c0888090ebb67b65be90bb73aa57888c.jpg,https://www.rumah123.com/properti/bantul/hos18500356/
Rumah Dalam Perumahan Dekat Kota Jogja Imogiri Timur,"Banguntapan, Bantul",800000000,3,2,1,118,80,0.000768871,0.020408163,0.005319149,0,9.75E-05,6.75E-05,rumah rumah dekat kota jogja imogiri timur,banguntapan bantul,rumah rumah dekat kota imogiri timur desa taman banguntapan bantul jl imogiri timur,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2096075/c0888090ebb67b65be90bb73aa57888c.jpg,https://www.rumah123.com/properti/bantul/hos18500306/
Rumah Baru Pinggir Aspal Dkt Pasar Ngipik Potorono Banguntapan,"Banguntapan, Bantul",525000000,2,1,1,97,50,0.00049248,0.010204082,0,0,8.00E-05,4.19E-05,rumah baru pinggir aspal dkt pasar ngipik potorono banguntapan,banguntapan bantul,rumah baru pinggir aspal dkt pasar ngipik potorono banguntapan bantul lingkung nyaman dekat ke,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/05733c423d0545ea611fa60e56a9dd91.jpg,https://www.rumah123.com/properti/sleman/hos18500273/
Rumah Dalam Perum Elit Dekat Ugm Siap Huni,"Ngaglik, Sleman",2.85E+11,4,3,2,120,120,0.28640706,0.030612245,0.010638298,0.034482759,9.92E-05,0.000101709,rumah perum elit dekat ugm siap huni,ngaglik sleman,rumah siap huni perum elit dekat ugm baru rumah dekat ugm sekolah al azhar kaliurang,rumah siap huni dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/937162/acfd28b36310fd051b62cac29686f719.jpg,https://www.rumah123.com/properti/sleman/hos18363900/
Rumah Baru Dekat Pasar Cebongan Jl Letkol Subadri,"Mlati, Sleman",785000000,3,2,1,128,65,0.000753795,0.020408163,0.005319149,0,0.000105833,5.47E-05,rumah baru dekat pasar cebong jl letkol subadri,mlati sleman,rumah baru dekat pasar cebong jl letkol subadri luas tanah 128 m2 luas bangun 65 m2 jumlah,rumah dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/794b109334019f76d49c86f94d15217b.jpg,https://www.rumah123.com/properti/sleman/hos18500203/
Joglo Guesthouse Dan Kost di Jl Kabupaten Dalam Ring Road,"Gamping, Sleman",2.75E+11,3,2,2,694,120,0.276356455,0.020408163,0.005319149,0.034482759,0.0005775,0.000101709,joglo guesthouse kost jl kabupaten ring road,gamping sleman,joglo guesthouse kost jl kabupaten ring road dekat kampus unisa luas tanah 694 m2,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1212332/2024-10-26-13-10-03-9b1c425a-e88e-459b-88e1-caddbd0aaca1-1729923003.jpg,https://www.rumah123.com/properti/sleman/hos18500120/
Rumah Baru Dalam Perumahan di Jl Magelang Km 7 Dekat Jcm,"Mlati, Sleman",2.45E+11,3,3,2,110,95,0.24620464,0.020408163,0.010638298,0.034482759,9.08E-05,8.03E-05,rumah baru rumah jl magelang km 7 dekat jcm,mlati sleman,rumah baru rumah jl magelang km 7 dekat jcm luas tanah 110 268 m2 luas bangun,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1841897/d623fe1c5fd4ad249a0ad9ffe473c807.jpg,https://www.rumah123.com/properti/bantul/hos18500096/
Rumah Dalam Perumahan Jl Palagan Km 7 Dekat Ugm Dan Al Azhar,"Ngaglik, Sleman",33000000000,3,3,2,146,202,0.033131819,0.020408163,0.010638298,0.034482759,0.000120833,0.000171795,rumah rumah jl palagan km 7 dekat ugm al azhar,ngaglik sleman,rumah siap huni rumah jalan palagan km 7 dekat ugm sekolah al azhar luas tanah,rumah siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/e4697570e0dbe2b95861a31b166c41f4.jpg,https://www.rumah123.com/properti/sleman/hos18500071/
Rumah Dalam Perumahan di Utara Jogja Bay,"Ngaglik, Sleman",2.59E+11,4,3,1,163,210,0.260275487,0.030612245,0.010638298,0,0.000135,0.000178633,rumah rumah utara jogja bay,ngaglik sleman,rumah baru rumah wedomartani dekat sekolah budi mulia luas tanah 163 m2 luas bangun,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1105002/4b9c65e21712d9d834b67471c1ad1274.jpg,https://www.rumah123.com/properti/sleman/hos18500028/
Rumah Mewah Dalam Perumahan di Jl Magelang Km 7 Dekat Jcm,"Mlati, Sleman",35000000000,3,3,2,157,300,0.03514194,0.020408163,0.010638298,0.034482759,0.00013,0.000255556,rumah mewah rumah jl magelang km 7 dekat jcm,mlati sleman,rumah rumah jl magelang km 7 dekat jcm luas tanah 157 m2 luas bangun 300 m2 jumlah,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2028539/de331814732b8f0d8be7eadd12c8729d.jpg,https://www.rumah123.com/properti/sleman/hos18372896/
Rumah Murah Baru Dekat Uii Jalan Kaliurang Km 13,"Ngaglik, Sleman",675000000,3,1,1,90,59,0.000643239,0.020408163,0,0,7.42E-05,4.96E-05,rumah murah baru dekat uii jalan kaliurang km 13,ngaglik sleman,rumah murah baru dekat uii jalan kaliurang km 13 luas tanah 90 m2 luas bangun 59 m2 jumlah,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2076352/553fea0933f663193c7b39722b0292eb.jpg,https://www.rumah123.com/properti/sleman/hos18499866/
Kost Ekslusif Dengan Tanah Luas di Jl Kaliurang Km 13 Dekat Uii,"Ngaglik, Sleman",35000000000,14,14,5,502,473,0.03514194,0.132653061,0.069148936,0.137931034,0.0004175,0.000403419,kost ekslusif tanah luas jl kaliurang km 13 dekat uii,ngaglik sleman,kost ekslusif tanah luas jalan kaliurang km 13 5 dekat kampus uii pusat luas tanah 502,rumah full furnished dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/937162/ab0817429d3ff463f09862fa86cb45c0.jpg,https://www.rumah123.com/properti/sleman/hos18463324/
Rumah Mewah Tipe Besar Dalam Perumahan Citra Grand Mutiara,"Gamping, Sleman",3.55E+11,4,4,2,275,215,0.356761293,0.030612245,0.015957447,0.034482759,0.000228334,0.000182906,rumah mewah tipe besar rumah citra grand mutiara,gamping sleman,rumah mewah tipe besar rumah citra grand mutiara jalan wates luas tanah 275 m2 luas bangun,rumah dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2028539/8045e04011f2f5715d18895bd8f84a58.jpg,https://www.rumah123.com/properti/sleman/hos18422075/
Rumah Dalam Perumahan Elit Bale Mulia Dengan Kolam Renang Pribadi,"Mlati, Sleman",10000000000,4,4,2,527,399,0.010015428,0.030612245,0.015957447,0.034482759,0.000438334,0.000340171,rumah rumah elit bale mulia kolam renang pribadi,mlati sleman,rumah mewah rumah elit bale mulia kolam renang pribadi luas tanah 527 m2 luas,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/2022-12-17-15-24-38-d26bc2e4-c8d8-45c8-b2ea-ee6db2b9fc7e.jpg,https://www.rumah123.com/properti/sleman/hos12140333/
Murah Banget! Rumah 2 Lantai Dengan Tanah Luas Harga Murah Di Potorono Banguntapan Bantul Dekat Pasar Potorono,"Banguntapan, Bantul",14000000000,9,5,5,390,346,0.01403567,0.081632653,0.021276596,0.137931034,0.000324167,0.000294872,murah banget rumah 2 lantai tanah luas harga murah potorono banguntapan bantul dekat pasar potorono,banguntapan bantul,murah banget murah banget murah banget rumah 2 lantai tanah luas harga murah potorono,rumah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/937162/b6c276532223cd255d19c86859c059aa.jpg,https://www.rumah123.com/properti/bantul/hos18477751/
Rumah Mewah 2 Lantai Sangat Terawat Dan Strategis Di Kawasan Seturan Dekat Kampus Upn,"Seturan, Yogyakarta",2.15E+11,4,2,1,115,180,0.216052826,0.030612245,0.005319149,0,9.50E-05,0.000152992,rumah mewah 2 lantai sangat awat strategis kawasan tur dekat kampus upn,tur yogyakarta,rumah mewah 2 lantai sangat awat strategis kawasan tur dekat kampus upn harga 2 15,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/432619f670bd002deb592b329b248d59.jpg,https://www.rumah123.com/properti/bantul/hos18499831/
Rumah Mewah 2 Lantai Istimewa Harga Muraj Banget Di Dekat Perumahan Pertamina Purwomartani Kalasan Sleman,"Kalasan, Sleman",11000000000,4,3,1,104,150,0.011020488,0.030612245,0.010638298,0,8.58E-05,0.000127351,rumah mewah 2 lantai istimewa harga muraj banget dekat rumah pertamina purwomartani kalas sleman,kalas sleman,rumah mewah 2 lantai istimewa harga murah banget dekat rumah pertamina purwomartani kalas,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2076352/1aa5437ec7d89f7079d8d7226a8b4d2d.jpg,https://www.rumah123.com/properti/sleman/hos18499821/
Kost Dan Rumah Induk di Baciro Dekat Ukdw Dan Uin,"Gondokusuman, Yogyakarta",65000000000,17,7,3,525,600,0.065293754,0.163265306,0.031914894,0.068965517,0.000436667,0.000511966,kost rumah induk baciro dekat ukdw uin,gondokusuman yogyakarta,kost rumah induk pusat kota jogja lokasi sangat strategis dekat kampus kampus besar,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/04130c00865c53d73675b243d9a9736a.jpg,https://www.rumah123.com/properti/sleman/hos18499787/
Rumah Baru View Sawah Dekat Bandara Purwomartani Jl Sorogenen,"Purwomartani   , Sleman",1.35E+11,3,2,1,130,100,0.135647988,0.020408163,0.005319149,0,0.0001075,8.46E-05,rumah baru view sawah dekat bandara purwomartani jl sorogenen,purwomartani sleman,rumah baru dekat pusat kota kampus ukrim bangun baru bagus akses mudah view depan sawah,rumah dekat akses transportasi dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2076352/6cad6eabd9e14f8d500e8c52f689b54c.jpg,https://www.rumah123.com/properti/bantul/hos18499768/
